,X.,Date_Time,Temp,Logged,X,X.1,X.2,X.3,X.4,Date,Time
c..05.29.15....02.00.38...1,14737,05/29/15 02:00:38,18.152,3.6,,,,,,29/05/2015,21238
c..05.29.15....02.30.38...1,14738,05/29/15 02:30:38,18.129,3.6,,,,,,29/05/2015,24238
c..05.29.15....03.00.38...1,14739,05/29/15 03:00:38,18.461,3.6,,,,,,29/05/2015,31238
c..05.29.15....03.30.38...1,14740,05/29/15 03:30:38,18.438,3.6,,,,,,29/05/2015,34238
c..05.29.15....04.00.38...1,14741,05/29/15 04:00:38,18.604,3.63,,,,,,29/05/2015,41238
c..05.29.15....04.30.38...1,14742,05/29/15 04:30:38,18.604,3.63,,,,,,29/05/2015,44238
c..05.29.15....05.00.38...1,14743,05/29/15 05:00:38,18.723,3.63,,,,,,29/05/2015,51238
c..05.29.15....05.30.38...1,14744,05/29/15 05:30:38,18.889,3.63,,,,,,29/05/2015,54238
c..05.29.15....06.00.38...1,14745,05/29/15 06:00:38,18.747,3.63,,,,,,29/05/2015,61238
c..05.29.15....06.30.38...1,14746,05/29/15 06:30:38,18.818,3.63,,,,,,29/05/2015,64238
c..05.29.15....07.00.38...1,14747,05/29/15 07:00:38,19.151,3.63,,,,,,29/05/2015,71238
c..05.29.15....07.30.38...1,14748,05/29/15 07:30:38,18.961,3.63,,,,,,29/05/2015,74238
c..05.29.15....08.00.38...1,14749,05/29/15 08:00:38,18.771,3.63,,,,,,29/05/2015,81238
c..05.29.15....08.30.38...1,14750,05/29/15 08:30:38,18.604,3.63,,,,,,29/05/2015,84238
c..05.29.15....09.00.38...1,14751,05/29/15 09:00:38,18.533,3.63,,,,,,29/05/2015,91238
c..05.29.15....09.30.38...1,14752,05/29/15 09:30:38,18.699,3.63,,,,,,29/05/2015,94238
c..05.29.15....10.00.38...1,14753,05/29/15 10:00:38,18.937,3.63,,,,,,29/05/2015,101238
c..05.29.15....10.30.38...1,14754,05/29/15 10:30:38,19.127,3.63,,,,,,29/05/2015,104238
c..05.29.15....11.00.38...1,14755,05/29/15 11:00:38,19.032,3.63,,,,,,29/05/2015,111238
c..05.29.15....11.30.38...1,14756,05/29/15 11:30:38,18.723,3.63,,,,,,29/05/2015,114238
c..05.30.15....12.00.38..,14757,05/30/15 12:00:38,18.533,3.63,,,,,,30/05/2015,120038
c..05.30.15....12.30.38..,14758,05/30/15 12:30:38,18.343,3.63,,,,,,30/05/2015,123038
c..05.30.15....01.00.38..,14759,05/30/15 01:00:38,18.224,3.6,,,,,,30/05/2015,10038
c..05.30.15....01.30.38..,14760,05/30/15 01:30:38,18.081,3.6,,,,,,30/05/2015,13038
c..05.30.15....02.00.38..,14761,05/30/15 02:00:38,18.438,3.6,,,,,,30/05/2015,20038
c..05.30.15....02.30.38..,14762,05/30/15 02:30:38,18.343,3.6,,,,,,30/05/2015,23038
c..05.30.15....03.00.38..,14763,05/30/15 03:00:38,18.129,3.6,,,,,,30/05/2015,30038
c..05.30.15....03.30.38..,14764,05/30/15 03:30:38,17.986,3.6,,,,,,30/05/2015,33038
c..05.30.15....04.00.38..,14765,05/30/15 04:00:38,17.582,3.6,,,,,,30/05/2015,40038
c..05.30.15....04.30.38..,14766,05/30/15 04:30:38,17.701,3.6,,,,,,30/05/2015,43038
c..05.30.15....05.00.38..,14767,05/30/15 05:00:38,17.463,3.6,,,,,,30/05/2015,50038
c..05.30.15....05.30.38..,14768,05/30/15 05:30:38,17.486,3.6,,,,,,30/05/2015,53038
c..05.30.15....06.00.38..,14769,05/30/15 06:00:38,17.439,3.6,,,,,,30/05/2015,60038
c..05.30.15....06.30.38..,14770,05/30/15 06:30:38,17.201,3.6,,,,,,30/05/2015,63038
c..05.30.15....07.00.38..,14771,05/30/15 07:00:38,17.463,3.6,,,,,,30/05/2015,70038
c..05.30.15....07.30.38..,14772,05/30/15 07:30:38,17.534,3.6,,,,,,30/05/2015,73038
c..05.30.15....08.00.38..,14773,05/30/15 08:00:38,17.605,3.6,,,,,,30/05/2015,80038
c..05.30.15....08.30.38..,14774,05/30/15 08:30:38,17.534,3.6,,,,,,30/05/2015,83038
c..05.30.15....09.00.38..,14775,05/30/15 09:00:38,17.819,3.6,,,,,,30/05/2015,90038
c..05.30.15....09.30.38..,14776,05/30/15 09:30:38,17.819,3.6,,,,,,30/05/2015,93038
c..05.30.15....10.00.38..,14777,05/30/15 10:00:38,17.962,3.6,,,,,,30/05/2015,100038
c..05.30.15....10.30.38..,14778,05/30/15 10:30:38,18.033,3.6,,,,,,30/05/2015,103038
c..05.30.15....11.00.38..,14779,05/30/15 11:00:38,18.129,3.6,,,,,,30/05/2015,110038
c..05.30.15....11.30.38..,14780,05/30/15 11:30:38,18.319,3.6,,,,,,30/05/2015,113038
c..05.30.15....12.00.38...1,14781,05/30/15 12:00:38,18.461,3.63,,,,,,30/05/2015,121238
c..05.30.15....12.30.38...1,14782,05/30/15 12:30:38,18.461,3.63,,,,,,30/05/2015,124238
c..05.30.15....01.00.38...1,14783,05/30/15 01:00:38,18.39,3.6,,,,,,30/05/2015,11238
c..05.30.15....01.30.38...1,14784,05/30/15 01:30:38,18.509,3.63,,,,,,30/05/2015,14238
c..05.30.15....02.00.38...1,14785,05/30/15 02:00:38,18.604,3.63,,,,,,30/05/2015,21238
c..05.30.15....02.30.38...1,14786,05/30/15 02:30:38,18.699,3.63,,,,,,30/05/2015,24238
c..05.30.15....03.00.38...1,14787,05/30/15 03:00:38,18.961,3.63,,,,,,30/05/2015,31238
c..05.30.15....03.30.38...1,14788,05/30/15 03:30:38,18.985,3.63,,,,,,30/05/2015,34238
c..05.30.15....04.00.38...1,14789,05/30/15 04:00:38,19.032,3.63,,,,,,30/05/2015,41238
c..05.30.15....04.30.38...1,14790,05/30/15 04:30:38,18.961,3.63,,,,,,30/05/2015,44238
c..05.30.15....05.00.38...1,14791,05/30/15 05:00:38,18.985,3.63,,,,,,30/05/2015,51238
c..05.30.15....05.30.38...1,14792,05/30/15 05:30:38,19.151,3.63,,,,,,30/05/2015,54238
c..05.30.15....06.00.38...1,14793,05/30/15 06:00:38,19.199,3.63,,,,,,30/05/2015,61238
c..05.30.15....06.30.38...1,14794,05/30/15 06:30:38,19.199,3.63,,,,,,30/05/2015,64238
c..05.30.15....07.00.38...1,14795,05/30/15 07:00:38,19.151,3.63,,,,,,30/05/2015,71238
c..05.30.15....07.30.38...1,14796,05/30/15 07:30:38,19.175,3.63,,,,,,30/05/2015,74238
c..05.30.15....08.00.38...1,14797,05/30/15 08:00:38,19.032,3.63,,,,,,30/05/2015,81238
c..05.30.15....08.30.38...1,14798,05/30/15 08:30:38,18.842,3.63,,,,,,30/05/2015,84238
c..05.30.15....09.00.38...1,14799,05/30/15 09:00:38,18.747,3.63,,,,,,30/05/2015,91238
c..05.30.15....09.30.38...1,14800,05/30/15 09:30:38,18.652,3.63,,,,,,30/05/2015,94238
c..05.30.15....10.00.38...1,14801,05/30/15 10:00:38,18.604,3.63,,,,,,30/05/2015,101238
c..05.30.15....10.30.38...1,14802,05/30/15 10:30:38,18.58,3.63,,,,,,30/05/2015,104238
c..05.30.15....11.00.38...1,14803,05/30/15 11:00:38,18.247,3.63,,,,,,30/05/2015,111238
c..05.30.15....11.30.38...1,14804,05/30/15 11:30:38,18.414,3.63,,,,,,30/05/2015,114238
c..05.31.15....12.00.38..,14805,05/31/15 12:00:38,18.2,3.6,,,,,,31/05/2015,120038
c..05.31.15....12.30.38..,14806,05/31/15 12:30:38,18.247,3.6,,,,,,31/05/2015,123038
c..05.31.15....01.00.38..,14807,05/31/15 01:00:38,18.057,3.6,,,,,,31/05/2015,10038
c..05.31.15....01.30.38..,14808,05/31/15 01:30:38,18.033,3.6,,,,,,31/05/2015,13038
c..05.31.15....02.00.38..,14809,05/31/15 02:00:38,17.819,3.6,,,,,,31/05/2015,20038
c..05.31.15....02.30.38..,14810,05/31/15 02:30:38,17.962,3.6,,,,,,31/05/2015,23038
c..05.31.15....03.00.38..,14811,05/31/15 03:00:38,17.701,3.6,,,,,,31/05/2015,30038
c..05.31.15....03.30.38..,14812,05/31/15 03:30:38,17.225,3.6,,,,,,31/05/2015,33038
c..05.31.15....04.00.38..,14813,05/31/15 04:00:38,17.391,3.6,,,,,,31/05/2015,40038
c..05.31.15....04.30.38..,14814,05/31/15 04:30:38,16.987,3.6,,,,,,31/05/2015,43038
c..05.31.15....05.00.38..,14815,05/31/15 05:00:38,17.486,3.6,,,,,,31/05/2015,50038
c..05.31.15....05.30.38..,14816,05/31/15 05:30:38,17.629,3.6,,,,,,31/05/2015,53038
c..05.31.15....06.00.38..,14817,05/31/15 06:00:38,16.963,3.6,,,,,,31/05/2015,60038
c..05.31.15....06.30.38..,14818,05/31/15 06:30:38,17.534,3.6,,,,,,31/05/2015,63038
c..05.31.15....07.00.38..,14819,05/31/15 07:00:38,17.558,3.6,,,,,,31/05/2015,70038
c..05.31.15....07.30.38..,14820,05/31/15 07:30:38,17.653,3.6,,,,,,31/05/2015,73038
c..05.31.15....08.00.38..,14821,05/31/15 08:00:38,17.796,3.6,,,,,,31/05/2015,80038
c..05.31.15....08.30.38..,14822,05/31/15 08:30:38,17.534,3.6,,,,,,31/05/2015,83038
c..05.31.15....09.00.38..,14823,05/31/15 09:00:38,17.867,3.6,,,,,,31/05/2015,90038
c..05.31.15....09.30.38..,14824,05/31/15 09:30:38,18.105,3.6,,,,,,31/05/2015,93038
c..05.31.15....10.00.38..,14825,05/31/15 10:00:38,18.2,3.6,,,,,,31/05/2015,100038
c..05.31.15....10.30.38..,14826,05/31/15 10:30:38,18.176,3.6,,,,,,31/05/2015,103038
c..05.31.15....11.00.38..,14827,05/31/15 11:00:38,17.962,3.6,,,,,,31/05/2015,110038
c..05.31.15....11.30.38..,14828,05/31/15 11:30:38,18.01,3.6,,,,,,31/05/2015,113038
c..05.31.15....12.00.38...1,14829,05/31/15 12:00:38,18.2,3.6,,,,,,31/05/2015,121238
c..05.31.15....12.30.38...1,14830,05/31/15 12:30:38,18.414,3.6,,,,,,31/05/2015,124238
c..05.31.15....01.00.38...1,14831,05/31/15 01:00:38,18.509,3.6,,,,,,31/05/2015,11238
c..05.31.15....01.30.38...1,14832,05/31/15 01:30:38,18.319,3.6,,,,,,31/05/2015,14238
c..05.31.15....02.00.38...1,14833,05/31/15 02:00:38,18.247,3.6,,,,,,31/05/2015,21238
c..05.31.15....02.30.38...1,14834,05/31/15 02:30:38,18.414,3.63,,,,,,31/05/2015,24238
c..05.31.15....03.00.38...1,14835,05/31/15 03:00:38,18.533,3.63,,,,,,31/05/2015,31238
c..05.31.15....03.30.38...1,14836,05/31/15 03:30:38,18.604,3.63,,,,,,31/05/2015,34238
c..05.31.15....04.00.38...1,14837,05/31/15 04:00:38,18.438,3.63,,,,,,31/05/2015,41238
c..05.31.15....04.30.38...1,14838,05/31/15 04:30:38,18.461,3.63,,,,,,31/05/2015,44238
c..05.31.15....05.00.38...1,14839,05/31/15 05:00:38,18.723,3.63,,,,,,31/05/2015,51238
c..05.31.15....05.30.38...1,14840,05/31/15 05:30:38,18.58,3.63,,,,,,31/05/2015,54238
c..05.31.15....06.00.38...1,14841,05/31/15 06:00:38,18.604,3.63,,,,,,31/05/2015,61238
c..05.31.15....06.30.38...1,14842,05/31/15 06:30:38,18.461,3.63,,,,,,31/05/2015,64238
c..05.31.15....07.00.38...1,14843,05/31/15 07:00:38,18.343,3.63,,,,,,31/05/2015,71238
c..05.31.15....07.30.38...1,14844,05/31/15 07:30:38,18.319,3.63,,,,,,31/05/2015,74238
c..05.31.15....08.00.38...1,14845,05/31/15 08:00:38,17.986,3.6,,,,,,31/05/2015,81238
c..05.31.15....08.30.38...1,14846,05/31/15 08:30:38,17.986,3.6,,,,,,31/05/2015,84238
c..05.31.15....09.00.38...1,14847,05/31/15 09:00:38,17.891,3.6,,,,,,31/05/2015,91238
c..05.31.15....09.30.38...1,14848,05/31/15 09:30:38,17.605,3.6,,,,,,31/05/2015,94238
c..05.31.15....10.00.38...1,14849,05/31/15 10:00:38,17.653,3.6,,,,,,31/05/2015,101238
c..05.31.15....10.30.38...1,14850,05/31/15 10:30:38,16.725,3.6,,,,,,31/05/2015,104238
c..05.31.15....11.00.38...1,14851,05/31/15 11:00:38,16.796,3.6,,,,,,31/05/2015,111238
c..05.31.15....11.30.38...1,14852,05/31/15 11:30:38,16.701,3.6,,,,,,31/05/2015,114238
c..06.01.2015....00.00..,14853,06/01/2015 00:00,16.677,3.6,,,,,,01/06/2015,0
c..06.01.2015....00.30..,14854,06/01/2015 00:30,16.63,3.6,,,,,,01/06/2015,30
c..06.01.2015....01.00..,14855,06/01/2015 01:00,16.296,3.6,,,,,,01/06/2015,100
c..06.01.2015....01.30..,14856,06/01/2015 01:30,15.986,3.6,,,,,,01/06/2015,130
c..06.01.2015....02.00..,14857,06/01/2015 02:00,15.867,3.6,,,,,,01/06/2015,200
c..06.01.2015....02.30..,14858,06/01/2015 02:30,16.034,3.6,,,,,,01/06/2015,230
c..06.01.2015....03.00..,14859,06/01/2015 03:00,16.177,3.6,,,,,,01/06/2015,300
c..06.01.2015....03.30..,14860,06/01/2015 03:30,15.676,3.6,,,,,,01/06/2015,330
c..06.01.2015....04.00..,14861,06/01/2015 04:00,15.581,3.6,,,,,,01/06/2015,400
c..06.01.2015....04.30..,14862,06/01/2015 04:30,16.225,3.6,,,,,,01/06/2015,430
c..06.01.2015....05.00..,14863,06/01/2015 05:00,16.225,3.6,,,,,,01/06/2015,500
c..06.01.2015....05.30..,14864,06/01/2015 05:30,15.676,3.6,,,,,,01/06/2015,530
c..06.01.2015....06.00..,14865,06/01/2015 06:00,16.058,3.6,,,,,,01/06/2015,600
c..06.01.2015....06.30..,14866,06/01/2015 06:30,15.748,3.6,,,,,,01/06/2015,630
c..06.01.2015....07.00..,14867,06/01/2015 07:00,15.438,3.6,,,,,,01/06/2015,700
c..06.01.2015....07.30..,14868,06/01/2015 07:30,15.533,3.6,,,,,,01/06/2015,730
c..06.01.2015....08.00..,14869,06/01/2015 08:00,16.177,3.6,,,,,,01/06/2015,800
c..06.01.2015....08.30..,14870,06/01/2015 08:30,16.582,3.6,,,,,,01/06/2015,830
c..06.01.2015....09.00..,14871,06/01/2015 09:00,16.773,3.6,,,,,,01/06/2015,900
c..06.01.2015....09.30..,14872,06/01/2015 09:30,16.987,3.6,,,,,,01/06/2015,930
c..06.01.2015....10.00..,14873,06/01/2015 10:00,17.153,3.6,,,,,,01/06/2015,1000
c..06.01.2015....10.30..,14874,06/01/2015 10:30,17.13,3.6,,,,,,01/06/2015,1030
c..06.01.2015....11.00..,14875,06/01/2015 11:00,17.249,3.6,,,,,,01/06/2015,1100
c..06.01.2015....11.30..,14876,06/01/2015 11:30,17.368,3.6,,,,,,01/06/2015,1130
c..06.01.2015....12.00..,14877,06/01/2015 12:00,17.344,3.6,,,,,,01/06/2015,1200
c..06.01.2015....12.30..,14878,06/01/2015 12:30,17.415,3.6,,,,,,01/06/2015,1230
c..06.01.2015....13.00..,14879,06/01/2015 13:00,17.534,3.6,,,,,,01/06/2015,1300
c..06.01.2015....13.30..,14880,06/01/2015 13:30,17.629,3.6,,,,,,01/06/2015,1330
c..06.01.2015....14.00..,14881,06/01/2015 14:00,17.772,3.6,,,,,,01/06/2015,1400
c..06.01.2015....14.30..,14882,06/01/2015 14:30,17.701,3.6,,,,,,01/06/2015,1430
c..06.01.2015....15.00..,14883,06/01/2015 15:00,17.701,3.6,,,,,,01/06/2015,1500
c..06.01.2015....15.30..,14884,06/01/2015 15:30,17.748,3.6,,,,,,01/06/2015,1530
c..06.01.2015....16.00..,14885,06/01/2015 16:00,17.677,3.6,,,,,,01/06/2015,1600
c..06.01.2015....16.30..,14886,06/01/2015 16:30,17.748,3.6,,,,,,01/06/2015,1630
c..06.01.2015....17.00..,14887,06/01/2015 17:00,17.677,3.6,,,,,,01/06/2015,1700
c..06.01.2015....17.30..,14888,06/01/2015 17:30,17.629,3.6,,,,,,01/06/2015,1730
c..06.01.2015....18.00..,14889,06/01/2015 18:00,17.463,3.6,,,,,,01/06/2015,1800
c..06.01.2015....18.30..,14890,06/01/2015 18:30,17.32,3.6,,,,,,01/06/2015,1830
c..06.01.2015....19.00..,14891,06/01/2015 19:00,17.201,3.6,,,,,,01/06/2015,1900
c..06.01.2015....19.30..,14892,06/01/2015 19:30,17.13,3.6,,,,,,01/06/2015,1930
c..06.01.2015....20.00..,14893,06/01/2015 20:00,17.225,3.6,,,,,,01/06/2015,2000
c..06.01.2015....20.30..,14894,06/01/2015 20:30,17.225,3.6,,,,,,01/06/2015,2030
c..06.01.2015....21.00..,14895,06/01/2015 21:00,16.773,3.6,,,,,,01/06/2015,2100
c..06.01.2015....21.30..,14896,06/01/2015 21:30,16.368,3.6,,,,,,01/06/2015,2130
c..06.01.2015....22.00..,14897,06/01/2015 22:00,16.439,3.6,,,,,,01/06/2015,2200
c..06.01.2015....22.30..,14898,06/01/2015 22:30,16.606,3.6,,,,,,01/06/2015,2230
c..06.01.2015....23.00..,14899,06/01/2015 23:00,16.344,3.6,,,,,,01/06/2015,2300
c..06.01.2015....23.30..,14900,06/01/2015 23:30,16.582,3.6,,,,,,01/06/2015,2330
c..06.02.2015....00.00..,14901,06/02/2015 00:00,16.606,3.6,,,,,,02/06/2015,0
c..06.02.2015....00.30..,14902,06/02/2015 00:30,15.963,3.6,,,,,,02/06/2015,30
c..06.02.2015....01.00..,14903,06/02/2015 01:00,16.439,3.6,,,,,,02/06/2015,100
c..06.02.2015....01.30..,14904,06/02/2015 01:30,16.511,3.6,,,,,,02/06/2015,130
c..06.02.2015....02.00..,14905,06/02/2015 02:00,16.558,3.6,,,,,,02/06/2015,200
c..06.02.2015....02.30..,14906,06/02/2015 02:30,16.487,3.6,,,,,,02/06/2015,230
c..06.02.2015....03.00..,14907,06/02/2015 03:00,16.01,3.6,,,,,,02/06/2015,300
c..06.02.2015....03.30..,14908,06/02/2015 03:30,16.344,3.6,,,,,,02/06/2015,330
c..06.02.2015....04.00..,14909,06/02/2015 04:00,16.153,3.6,,,,,,02/06/2015,400
c..06.02.2015....04.30..,14910,06/02/2015 04:30,15.867,3.6,,,,,,02/06/2015,430
c..06.02.2015....05.00..,14911,06/02/2015 05:00,16.249,3.6,,,,,,02/06/2015,500
c..06.02.2015....05.30..,14912,06/02/2015 05:30,15.939,3.6,,,,,,02/06/2015,530
c..06.02.2015....06.00..,14913,06/02/2015 06:00,15.819,3.6,,,,,,02/06/2015,600
c..06.02.2015....06.30..,14914,06/02/2015 06:30,15.676,3.6,,,,,,02/06/2015,630
c..06.02.2015....07.00..,14915,06/02/2015 07:00,15.294,3.6,,,,,,02/06/2015,700
c..06.02.2015....07.30..,14916,06/02/2015 07:30,15.605,3.6,,,,,,02/06/2015,730
c..06.02.2015....08.00..,14917,06/02/2015 08:00,16.487,3.6,,,,,,02/06/2015,800
c..06.02.2015....08.30..,14918,06/02/2015 08:30,16.249,3.6,,,,,,02/06/2015,830
c..06.02.2015....09.00..,14919,06/02/2015 09:00,16.534,3.6,,,,,,02/06/2015,900
c..06.02.2015....09.30..,14920,06/02/2015 09:30,16.725,3.6,,,,,,02/06/2015,930
c..06.02.2015....10.00..,14921,06/02/2015 10:00,16.63,3.6,,,,,,02/06/2015,1000
c..06.02.2015....10.30..,14922,06/02/2015 10:30,16.82,3.6,,,,,,02/06/2015,1030
c..06.02.2015....11.00..,14923,06/02/2015 11:00,17.011,3.6,,,,,,02/06/2015,1100
c..06.02.2015....11.30..,14924,06/02/2015 11:30,17.13,3.6,,,,,,02/06/2015,1130
c..06.02.2015....12.00..,14925,06/02/2015 12:00,17.058,3.6,,,,,,02/06/2015,1200
c..06.02.2015....12.30..,14926,06/02/2015 12:30,17.13,3.6,,,,,,02/06/2015,1230
c..06.02.2015....13.00..,14927,06/02/2015 13:00,17.344,3.6,,,,,,02/06/2015,1300
c..06.02.2015....13.30..,14928,06/02/2015 13:30,17.272,3.6,,,,,,02/06/2015,1330
c..06.02.2015....14.00..,14929,06/02/2015 14:00,17.439,3.6,,,,,,02/06/2015,1400
c..06.02.2015....14.30..,14930,06/02/2015 14:30,17.368,3.6,,,,,,02/06/2015,1430
c..06.02.2015....15.00..,14931,06/02/2015 15:00,17.439,3.6,,,,,,02/06/2015,1500
c..06.02.2015....15.30..,14932,06/02/2015 15:30,17.463,3.6,,,,,,02/06/2015,1530
c..06.02.2015....16.00..,14933,06/02/2015 16:00,17.344,3.6,,,,,,02/06/2015,1600
c..06.02.2015....16.30..,14934,06/02/2015 16:30,17.439,3.6,,,,,,02/06/2015,1630
c..06.02.2015....17.00..,14935,06/02/2015 17:00,17.272,3.6,,,,,,02/06/2015,1700
c..06.02.2015....17.30..,14936,06/02/2015 17:30,17.391,3.6,,,,,,02/06/2015,1730
c..06.02.2015....18.00..,14937,06/02/2015 18:00,17.344,3.6,,,,,,02/06/2015,1800
c..06.02.2015....18.30..,14938,06/02/2015 18:30,17.32,3.6,,,,,,02/06/2015,1830
c..06.02.2015....19.00..,14939,06/02/2015 19:00,17.201,3.6,,,,,,02/06/2015,1900
c..06.02.2015....19.30..,14940,06/02/2015 19:30,16.939,3.6,,,,,,02/06/2015,1930
c..06.02.2015....20.00..,14941,06/02/2015 20:00,16.701,3.6,,,,,,02/06/2015,2000
c..06.02.2015....20.30..,14942,06/02/2015 20:30,16.415,3.6,,,,,,02/06/2015,2030
c..06.02.2015....21.00..,14943,06/02/2015 21:00,16.177,3.6,,,,,,02/06/2015,2100
c..06.02.2015....21.30..,14944,06/02/2015 21:30,16.201,3.6,,,,,,02/06/2015,2130
c..06.02.2015....22.00..,14945,06/02/2015 22:00,16.129,3.6,,,,,,02/06/2015,2200
c..06.02.2015....22.30..,14946,06/02/2015 22:30,15.796,3.6,,,,,,02/06/2015,2230
c..06.02.2015....23.00..,14947,06/02/2015 23:00,15.963,3.6,,,,,,02/06/2015,2300
c..06.02.2015....23.30..,14948,06/02/2015 23:30,15.963,3.6,,,,,,02/06/2015,2330
c..06.03.2015....00.00..,14949,06/03/2015 00:00,16.034,3.6,,,,,,03/06/2015,0
c..06.03.2015....00.30..,14950,06/03/2015 00:30,15.485,3.6,,,,,,03/06/2015,30
c..06.03.2015....01.00..,14951,06/03/2015 01:00,15.557,3.6,,,,,,03/06/2015,100
c..06.03.2015....01.30..,14952,06/03/2015 01:30,15.438,3.6,,,,,,03/06/2015,130
c..06.03.2015....02.00..,14953,06/03/2015 02:00,15.414,3.6,,,,,,03/06/2015,200
c..06.03.2015....02.30..,14954,06/03/2015 02:30,15.986,3.6,,,,,,03/06/2015,230
c..06.03.2015....03.00..,14955,06/03/2015 03:00,16.058,3.6,,,,,,03/06/2015,300
c..06.03.2015....03.30..,14956,06/03/2015 03:30,15.772,3.6,,,,,,03/06/2015,330
c..06.03.2015....04.00..,14957,06/03/2015 04:00,15.963,3.6,,,,,,03/06/2015,400
c..06.03.2015....04.30..,14958,06/03/2015 04:30,15.796,3.6,,,,,,03/06/2015,430
c..06.03.2015....05.00..,14959,06/03/2015 05:00,15.867,3.6,,,,,,03/06/2015,500
c..06.03.2015....05.30..,14960,06/03/2015 05:30,15.223,3.6,,,,,,03/06/2015,530
c..06.03.2015....06.00..,14961,06/03/2015 06:00,15.7,3.6,,,,,,03/06/2015,600
c..06.03.2015....06.30..,14962,06/03/2015 06:30,15.605,3.6,,,,,,03/06/2015,630
c..06.03.2015....07.00..,14963,06/03/2015 07:00,15.318,3.6,,,,,,03/06/2015,700
c..06.03.2015....07.30..,14964,06/03/2015 07:30,15.485,3.6,,,,,,03/06/2015,730
c..06.03.2015....08.00..,14965,06/03/2015 08:00,15.605,3.6,,,,,,03/06/2015,800
c..06.03.2015....08.30..,14966,06/03/2015 08:30,16.225,3.6,,,,,,03/06/2015,830
c..06.03.2015....09.00..,14967,06/03/2015 09:00,16.582,3.6,,,,,,03/06/2015,900
c..06.03.2015....09.30..,14968,06/03/2015 09:30,16.749,3.6,,,,,,03/06/2015,930
c..06.03.2015....10.00..,14969,06/03/2015 10:00,16.915,3.6,,,,,,03/06/2015,1000
c..06.03.2015....10.30..,14970,06/03/2015 10:30,16.939,3.6,,,,,,03/06/2015,1030
c..06.03.2015....11.00..,14971,06/03/2015 11:00,16.939,3.6,,,,,,03/06/2015,1100
c..06.03.2015....11.30..,14972,06/03/2015 11:30,17.058,3.6,,,,,,03/06/2015,1130
c..06.03.2015....12.00..,14973,06/03/2015 12:00,17.153,3.6,,,,,,03/06/2015,1200
c..06.03.2015....12.30..,14974,06/03/2015 12:30,17.177,3.6,,,,,,03/06/2015,1230
c..06.03.2015....13.00..,14975,06/03/2015 13:00,17.249,3.6,,,,,,03/06/2015,1300
c..06.03.2015....13.30..,14976,06/03/2015 13:30,17.153,3.6,,,,,,03/06/2015,1330
c..06.03.2015....14.00..,14977,06/03/2015 14:00,17.249,3.6,,,,,,03/06/2015,1400
c..06.03.2015....14.30..,14978,06/03/2015 14:30,17.439,3.6,,,,,,03/06/2015,1430
c..06.03.2015....15.00..,14979,06/03/2015 15:00,17.653,3.6,,,,,,03/06/2015,1500
c..06.03.2015....15.30..,14980,06/03/2015 15:30,17.344,3.6,,,,,,03/06/2015,1530
c..06.03.2015....16.00..,14981,06/03/2015 16:00,17.391,3.6,,,,,,03/06/2015,1600
c..06.03.2015....16.30..,14982,06/03/2015 16:30,17.439,3.6,,,,,,03/06/2015,1630
c..06.03.2015....17.00..,14983,06/03/2015 17:00,17.415,3.6,,,,,,03/06/2015,1700
c..06.03.2015....17.30..,14984,06/03/2015 17:30,17.486,3.6,,,,,,03/06/2015,1730
c..06.03.2015....18.00..,14985,06/03/2015 18:00,17.486,3.6,,,,,,03/06/2015,1800
c..06.03.2015....18.30..,14986,06/03/2015 18:30,17.391,3.6,,,,,,03/06/2015,1830
c..06.03.2015....19.00..,14987,06/03/2015 19:00,17.32,3.6,,,,,,03/06/2015,1900
c..06.03.2015....19.30..,14988,06/03/2015 19:30,17.272,3.6,,,,,,03/06/2015,1930
c..06.03.2015....20.00..,14989,06/03/2015 20:00,17.13,3.6,,,,,,03/06/2015,2000
c..06.03.2015....20.30..,14990,06/03/2015 20:30,17.011,3.6,,,,,,03/06/2015,2030
c..06.03.2015....21.00..,14991,06/03/2015 21:00,16.939,3.6,,,,,,03/06/2015,2100
c..06.03.2015....21.30..,14992,06/03/2015 21:30,17.011,3.6,,,,,,03/06/2015,2130
c..06.03.2015....22.00..,14993,06/03/2015 22:00,16.868,3.6,,,,,,03/06/2015,2200
c..06.03.2015....22.30..,14994,06/03/2015 22:30,16.939,3.6,,,,,,03/06/2015,2230
c..06.03.2015....23.00..,14995,06/03/2015 23:00,16.915,3.6,,,,,,03/06/2015,2300
c..06.03.2015....23.30..,14996,06/03/2015 23:30,16.987,3.6,,,,,,03/06/2015,2330
c..06.04.2015....00.00..,14997,06/04/2015 00:00,16.892,3.6,,,,,,04/06/2015,0
c..06.04.2015....00.30..,14998,06/04/2015 00:30,16.796,3.6,,,,,,04/06/2015,30
c..06.04.2015....01.00..,14999,06/04/2015 01:00,16.844,3.6,,,,,,04/06/2015,100
c..06.04.2015....01.30..,15000,06/04/2015 01:30,16.511,3.6,,,,,,04/06/2015,130
c..06.04.2015....02.00..,15001,06/04/2015 02:00,16.106,3.6,,,,,,04/06/2015,200
c..06.04.2015....02.30..,15002,06/04/2015 02:30,16.392,3.6,,,,,,04/06/2015,230
c..06.04.2015....03.00..,15003,06/04/2015 03:00,16.582,3.6,,,,,,04/06/2015,300
c..06.04.2015....03.30..,15004,06/04/2015 03:30,16.463,3.6,,,,,,04/06/2015,330
c..06.04.2015....04.00..,15005,06/04/2015 04:00,16.153,3.6,,,,,,04/06/2015,400
