#,Date_Time,Temp,"Batt, V (LGR S/N: 9940665, SEN S/N: 9940665)",Coupler Detached (LGR S/N: 9940665),Coupler Attached (LGR S/N: 9940665),Host Connected (LGR S/N: 9940665),Stopped (LGR S/N: 9940665),End Of File (LGR S/N: 9940665)
146,07/31/14 02:38 ,17.249,3.57,,,,,
147,07/31/14 03:08 ,17.391,3.57,,,,,
148,07/31/14 03:38 ,17.463,3.57,,,,,
149,07/31/14 04:08 ,17.32,3.57,,,,,
150,07/31/14 04:38 ,17.32,3.57,,,,,
151,07/31/14 05:08 ,17.629,3.6,,,,,
152,07/31/14 05:38 ,17.629,3.6,,,,,
153,07/31/14 06:08 ,17.463,3.57,,,,,
154,07/31/14 06:38 ,17.486,3.57,,,,,
155,07/31/14 07:08 ,17.463,3.57,,,,,
156,07/31/14 07:38 ,17.439,3.57,,,,,
157,07/31/14 08:08 ,17.415,3.57,,,,,
158,07/31/14 08:38 ,17.391,3.57,,,,,
159,07/31/14 09:08 ,17.344,3.57,,,,,
160,07/31/14 09:38 ,17.272,3.57,,,,,
161,07/31/14 10:08 ,17.201,3.57,,,,,
162,07/31/14 10:38 ,16.844,3.57,,,,,
163,07/31/14 11:08 ,16.749,3.57,,,,,
164,07/31/14 11:38 ,16.725,3.57,,,,,
165,08/01/2014 00:08,16.63,3.57,,,,,
166,08/01/2014 00:38,16.558,3.57,,,,,
167,08/01/2014 01:08,16.511,3.57,,,,,
168,08/01/2014 01:38,16.439,3.57,,,,,
169,08/01/2014 02:08,16.296,3.57,,,,,
170,08/01/2014 02:38,16.153,3.57,,,,,
171,08/01/2014 03:08,16.034,3.57,,,,,
172,08/01/2014 03:38,16.106,3.57,,,,,
173,08/01/2014 04:08,16.034,3.57,,,,,
174,08/01/2014 04:38,15.963,3.57,,,,,
175,08/01/2014 05:08,15.915,3.57,,,,,
176,08/01/2014 05:38,15.867,3.57,,,,,
177,08/01/2014 06:08,15.772,3.57,,,,,
178,08/01/2014 06:38,15.7,3.57,,,,,
179,08/01/2014 07:08,15.676,3.57,,,,,
180,08/01/2014 07:38,15.629,3.57,,,,,
